6246	6451	6821	6970	7772	4238	2184	6278	5104	9521	7932	4487	3562	8108	5266	6095	5531	2059	6376	1987	
4802	5695	10093	6969	8196	7665	3065	8484	5368	1523	3169	8991	1440	2252	9185	7703	2959	9622	1327	3197	
7011	4024	6562	9971	6377	4209	1462	3699	6935	7048	8682	9571	6850	2511	8479	5081	6965	6884	1560	2573	
821	8864	9779	503	5238	9252	8070	6887	9485	2698	6613	7807	2170	5884	7943	5242	3960	2195	8632	7098	
5117	8817	1171	5212	5458	8093	5521	4211	5339	4938	1152	9282	7422	6632	5752	6792	4947	3219	7385	2236	
4249	3236	5927	2838	4871	5275	8273	751	501	8471	5532	9238	8328	3467	9882	2560	4111	2389	5128	3220	
5796	4760	3797	3895	2400	7699	2431	4934	8894	8626	3371	885	8883	1236	4964	9384	9789	1161	6921	3566	
10223	1674	7925	2389	8092	2885	5263	331	1726	5568	8171	5247	3319	3422	9876	7850	6307	6447	3197	7183	
2978	9102	5454	6653	1772	4836	7756	5450	520	7925	4478	9547	5236	4348	3044	7117	4774	6343	3471	6776	
3159	3815	5887	4981	6963	8399	3000	9862	6050	1589	1045	995	6826	1161	2855	9662	5739	4391	9935	2040	
1232	3899	2587	3491	8653	4704	252	3741	6585	2169	3668	1888	3926	3425	7047	2718	1839	4277	6939	9856	
7684	5456	7225	1090	7335	8263	4982	4736	419	7135	1770	2501	5737	9590	9831	7079	731	6766	1054	10015	
7627	10080	4331	2880	9490	10124	4035	5845	10086	5527	1712	9802	2242	5678	3980	3319	2160	6236	10030	501	
5778	6815	9521	9062	1200	7876	1832	2294	2037	2970	6227	8426	4538	1106	4144	8786	7488	9715	8355	5025	
6059	3043	2167	1455	10338	9778	771	9415	561	10229	2280	4419	9367	6814	2409	9517	1171	5609	3492	4524	
4728	1912	6762	2916	2121	8037	5913	4070	6539	983	3054	5225	6495	4550	671	243	3892	4785	3179	8228	
2465	5556	1088	8112	8455	4653	6717	2919	5010	5319	7239	3901	1323	3740	3951	805	3980	8998	9299	5681	
6042	6832	9315	10064	6468	4398	5063	7903	6618	9040	363	8439	5010	703	7656	1028	4884	416	4304	4631	
3189	465	5753	1770	7153	2585	2979	8650	10184	4871	6394	4622	2959	6686	4110	7029	8974	7180	3630	4362	
696	7348	1722	5749	2720	437	1984	3543	7347	1784	886	7791	8451	3741	2950	9422	2281	1321	1571	3803	
9196	4004	2825	8273	2426	7210	2883	5731	5710	3354	9167	8793	4574	419	8844	459	1179	10478	1360	5235	
2834	3154	7737	9684	6045	4731	4446	7714	5697	8923	797	1457	1963	3556	2283	878	9933	4391	4970	4043	
9305	3951	5787	1709	5547	1612	3686	987	4814	6808	5792	1381	4421	6653	9066	10011	569	4429	5722	8429	
6578	1682	8457	9755	7936	2646	8743	9723	600	6493	2315	4318	7738	5428	9649	7592	10031	5333	9210	5253	
882	9148	5100	6813	602	6681	971	4655	4383	1458	5268	7278	1091	4155	2732	1445	4173	4684	1559	479	
8674	1743	2902	5278	1553	6973	4306	4623	737	5521	3982	8267	2311	1888	9369	2334	5835	7246	2445	7410	
4307	6484	10047	7990	6349	7548	7630	3137	7395	8551	6864	4933	6471	8668	10222	6544	5689	9919	6267	5283	
9035	9728	4798	7739	4833	9841	1706	3546	6928	712	6048	9750	2802	450	1945	5390	6556	9686	3162	5258	
2745	3347	9689	8691	5946	8629	3247	2336	3093	9288	2594	5353	9601	4360	3142	5698	3019	6678	699	1872	
6931	2856	4226	9965	4335	4856	4044	7132	6023	1112	10089	7753	1942	1340	954	9965	2538	6916	3328	6113	
2080	5506	5123	10106	3562	4064	3302	9520	8957	10218	381	8568	3477	796	5979	7959	6680	8330	8736	8240	
6069	1495	3627	599	945	5112	2382	10389	7399	5858	3652	7279	7085	5615	8291	8791	4832	9512	8759	9074	
7551	6870	1494	8422	6783	7423	603	896	9081	9644	8864	9894	5440	6029	1261	6297	9992	1093	7165	8263	
7966	4231	1057	4906	2796	3310	5455	8565	1452	3700	2988	8497	4259	2849	1039	5690	2618	3663	4692	5088	
5092	4089	7092	7775	7716	6796	5161	1294	8080	7653	3457	2979	8267	914	5725	4050	7105	6031	2172	10394	
7356	5311	5924	8758	563	6045	9477	1197	8500	1632	4131	7361	4306	7216	9549	1031	9683	2015	6282	6171	
6078	6335	4096	2551	964	3028	5574	5847	2222	2764	1755	8699	4527	10029	3085	1834	1953	1708	3709	3162	
1280	8865	5033	10161	305	5756	502	7564	1710	2699	7271	9645	5651	7572	7217	6085	4424	3022	6624	4434	
1698	4698	7001	4998	4798	732	3360	3831	1379	5470	3107	7036	4007	9814	5193	1050	4714	935	4973	6980	
4205	7963	8459	970	8838	5925	6028	7316	9356	5615	6599	5890	4206	9888	1794	4035	2480	1968	5083	7416	
2762	4202	3205	6845	4453	5879	3653	8153	1634	973	4060	4103	8534	1174	7579	354	7315	568	7144	9063	
7100	9571	9245	589	1650	1214	1176	5136	2486	3724	5303	5358	4058	2055	8555	10138	6758	6299	9142	6064	
9796	477	7794	4017	1074	1666	7267	3145	2684	9371	9533	4543	5575	8389	6235	2926	3034	10079	567	3704	
4668	7335	6960	314	9418	4187	976	5273	6400	9535	9157	2927	695	2741	3503	1922	4749	5200	4000	1490	
6194	2753	3604	8754	8804	3171	1109	5176	3197	366	952	405	4091	4955	9814	7663	6412	8071	790	8483	
8258	7284	2166	6945	1770	7676	1861	3708	4079	5490	1661	8389	5028	5838	673	3993	4791	8860	8014	7518	
2762	6044	1570	1758	8483	2075	1235	7850	5767	8178	7213	7412	488	4569	7305	9810	8816	7511	8370	10219	
9880	2796	4748	5564	3125	556	1892	1045	602	6475	8526	7447	3177	7696	9606	396	6120	7524	8957	5514	
2452	6066	6352	6419	8410	1032	8070	1594	4634	10226	2404	3744	1070	7837	7074	2606	2639	2669	8844	3665	
3060	10107	523	6748	9456	8609	9098	4369	7706	9143	2000	2503	4054	3681	7140	4029	726	9288	5498	6827	
6961	7782	3197	9436	8071	3220	8707	1772	610	7807	6831	8741	657	3865	9381	6755	7519	3822	1800	10094	
4764	3152	6997	3952	2418	933	538	3512	9341	8459	3626	8857	4630	5364	3094	533	1642	2914	10053	10217	
8803	8415	551	6793	8856	8965	7746	4131	570	9304	9362	7916	1891	8731	738	9451	3266	3286	1798	6228	
2508	4496	3120	7981	6951	913	4137	8691	3853	5353	790	2693	4905	5933	3773	10002	9201	8252	2787	3666	
2618	4541	2024	3686	860	7954	7058	2879	3761	3441	2679	4964	1935	3930	6707	1369	9252	8518	8075	5926	
9925	3297	6056	9271	8142	2342	691	8870	9902	1395	930	3304	2174	5467	6426	2483	4642	5665	4383	6844	
4112	3826	5811	2372	7601	1894	7091	778	8654	5147	2500	8084	2068	8995	7668	2246	8808	2532	7378	10130	
2856	6721	8152	2200	2397	9345	2174	2223	6062	7263	4522	6629	7764	3441	5693	2070	9456	3001	4131	4779	
610	9801	5695	4935	3078	8187	9841	8027	7975	4214	4109	9848	1662	9338	5905	5650	6062	1293	5834	1733	
8003	8715	9974	9729	4056	6847	4558	7186	7843	7193	8726	8479	5140	9829	6755	9145	7006	5151	3673	7267	
6315	6298	7603	7912	9991	8618	9276	915	2526	10121	2919	899	6163	4925	2693	2533	10185	8812	5946	2749	
8925	2187	9800	6126	5515	7764	8675	6071	6735	4374	5679	2487	2441	7595	10196	8358	1499	8616	3302	4309	
10337	5260	3889	6013	9830	4726	8696	3655	4390	8772	9595	2178	10016	7810	1634	2067	8577	7127	8191	8977	
1668	7277	8677	4992	10296	2408	4879	6676	7296	8116	6729	9627	6268	10006	7927	7905	9926	7251	1727	7580	
6317	3873	1602	8853	6909	4685	5611	8992	9412	2328	5199	3987	3773	7861	583	740	6728	9863	4042	7838	
8621	3199	9132	9428	4940	4885	7115	6931	9990	4721	5117	9644	6034	7248	5434	5448	7565	1100	7596	8456	
6268	3956	2344	7243	10012	6371	2391	8627	878	8019	7337	2336	3218	6472	4468	2348	2197	9677	340	9848	
4131	9936	5987	361	1571	1462	1840	6339	3597	1215	4247	2912	5036	1358	1017	6115	453	6018	8250	2205	
5826	4267	7525	9323	7618	572	8666	4308	2341	4762	2219	6809	4455	5158	3985	7936	8525	3775	9820	1199	
8186	5775	8582	9618	5167	5061	8921	2004	9793	9937	4923	4243	4067	7856	2350	1118	5593	8549	4740	2761	
963	7128	295	1798	744	2459	7855	9643	10240	9439	9423	7234	7634	5361	2219	1208	2576	2800	5527	2349	
2446	8627	5376	1171	1476	9057	7210	903	3681	8749	5667	8783	8883	4298	8695	1362	6488	5571	9478	1115	
896	3850	9953	3433	9320	7134	2145	4659	335	5367	1538	3543	5035	1286	2139	3074	5181	10101	1068	7417	
10022	9751	1696	7714	9542	5762	9992	3686	854	5491	9693	3362	3419	8462	4158	2883	10124	4011	5422	9939	
8526	603	8265	3375	6331	6887	1372	3885	2155	1405	4051	1458	2959	7468	4899	8444	6954	283	8648	4349	
10285	4291	6950	8375	5108	9507	8690	3464	4290	5066	2666	4669	9400	8396	4648	800	2269	8323	7074	4941	
6572	7869	4611	1669	4150	4435	4288	1446	5760	2442	4961	351	2756	5208	2735	8089	2904	2103	6617	5952	
814	9744	7781	5123	4490	5218	7793	6860	9989	2863	9600	8581	4624	1314	3804	2939	9070	6560	7987	2921	
8403	8026	7956	8207	8142	10219	2754	380	2854	5554	5640	5813	10341	9995	8749	5623	542	1155	9128	2477	
5246	3829	4104	1662	10101	3040	7742	1120	6151	6028	6702	7827	8494	10070	8883	2919	2175	7890	2233	5714	
3268	3179	8711	2092	3537	437	3807	4849	2579	823	5689	4246	596	7995	6310	2838	5530	1836	8987	7266	
2753	844	1871	10041	7153	7406	6221	6463	6091	3023	3465	5520	4990	5732	7826	4296	5463	4416	3007	5091	
2855	5684	2115	7978	2350	1012	5353	1305	7471	4437	3624	8223	7817	5355	1737	5520	4109	5849	1279	8694	
1261	7775	8725	4771	795	1156	2414	7540	1167	579	10047	6605	6334	6125	6461	7158	7160	7006	6925	5162	
5859	3106	9818	9171	6626	2107	4533	2580	6788	10411	8327	1956	3082	3738	2993	8233	2690	3322	5670	5939	
3490	5059	7712	2129	5204	6818	6906	5004	7349	7234	8094	6765	1387	3041	7886	3189	5245	3794	6910	2808	
9511	6442	5172	6420	10134	3771	2980	4267	2209	3047	1698	9235	2141	3331	5251	5510	6424	628	4383	10012	
7396	7828	10094	594	9510	4375	6416	5383	3766	2722	1127	4233	9060	9585	8353	7310	5338	9487	370	3146	
1366	845	5524	2584	5246	4846	7716	8366	3829	7476	2496	2560	9275	3841	294	9549	8565	1437	976	1391	
8950	852	9184	8356	8018	8186	1793	5560	611	3153	2390	8549	8592	10023	6882	1503	2162	3733	7294	2632	
115	435	2508	4704	8012	9280	6577	5095	10076	7026	5291	5114	1269	5785	7371	7571	2427	2080	4859	3036	
10472	5429	9579	9706	4836	9009	7224	9442	3486	2204	3802	3853	809	1307	6265	7278	6815	4178	1885	2375	
1290	9469	7832	954	9447	8993	6850	4563	5401	1902	9878	7136	1839	3252	7377	761	1733	4732	9894	2051	
1961	10007	3161	5604	8743	4899	4304	851	3471	9345	8358	7310	2981	7060	3601	6005	1518	7726	6336	1140	
5191	8450	617	1601	6075	5869	8676	6868	6200	5228	7817	1894	2713	8135	2999	6606	9789	9176	6265	8166	
8838	705	5661	8708	9312	4934	5668	3448	9668	5318	5054	4924	7888	4023	2201	10192	9921	4561	830	8837	
7016	7403	4802	430	6108	10251	4455	6600	5178	3191	8846	7095	5611	9425	8618	1976	2849	6619	3110	10018	
5790	7922	5287	4385	6963	2122	7765	7672	2569	5713	9363	5570	7364	1544	526	3376	2174	2481	8713	9854	
7201	9830	9305	3190	3000	812	4226	1656	8193	6207	1311	4287	5953	9502	585	6072	6554	1407	5644	1302	
5853	9542	6344	7127	2146	3010	3307	10009	3732	9064	9894	5167	7959	1547	7185	6767	346	1676	808	1173	
9506	6435	9151	8992	1548	4227	5168	7866	590	3443	2578	1185	4181	5343	3112	10329	6869	8282	9566	7713	
1438	8100	8888	7020	1717	3128	5600	5152	9066	6552	3081	5686	1274	4290	7539	7844	8791	7534	5199	9680	
5911	8704	4273	7969	9732	1706	8953	7566	8229	5375	5706	9440	4382	4515	7966	7745	5552	2711	989	8622	
1126	3509	8968	8907	7604	7682	2887	3550	5716	6547	2105	6915	4840	6069	6556	4506	773	2695	10353	8204	
3280	9276	9261	1327	2144	184	2409	1295	2159	9104	7992	3654	10424	4065	5152	3073	7512	2542	1539	9179	
7132	6119	4433	2624	9751	2212	3955	7080	7643	2449	4750	7027	8005	8140	9350	5407	8682	8736	5345	6291	
203	5090	2836	2420	1406	3383	8780	4453	1375	3010	5244	7172	2646	1216	9424	9764	5843	3439	1107	1698	
7698	4383	1762	390	4268	5836	7799	5126	2237	8892	7930	6957	7602	144	7682	5557	3813	1991	6407	1306	
3843	3385	2276	574	6823	4822	8776	6840	4954	1801	8993	6561	2768	2966	9931	8150	1893	4128	2327	625	
538	1495	8292	5512	1708	2164	7694	9872	586	684	5083	7402	2508	5035	6467	9223	6246	6848	6248	639	
2674	10224	9307	7633	1101	5501	1913	1972	8851	4839	2396	4099	7476	1878	2041	2015	9294	6860	2584	7605	
8966	8424	7499	815	7524	4768	286	6305	1452	3950	1042	2245	8996	9555	1557	2329	5934	1929	942	4317	
1492	1319	733	2666	4333	8493	8789	9561	3816	9458	4794	3621	6037	7575	8269	2549	1265	8930	1570	9557	
4043	5001	7751	9652	5054	9594	9359	3982	3334	4042	7890	1426	9077	5274	8353	6936	651	7754	6508	1024	
7139	2572	7037	6767	7366	5488	5302	8528	3888	4676	2715	5491	6153	3609	4468	1523	7117	6837	1794	3621	
6983	5730	2951	6673	5298	2595	4972	1286	3168	9156	8532	8222	3887	9993	9885	9718	6161	753	9930	8592	
7564	714	8574	2482	9087	4016	6288	4426	4686	6296	1633	9452	6969	9369	731	1208	4233	1989	3683	9404	
3483	5830	10054	5526	9298	2632	2272	3266	9737	6431	7498	7925	4804	1489	4474	6275	9114	2615	7164	7288	
751	7583	9598	2431	4629	3618	536	4290	8729	2122	7024	857	4015	7115	8729	2267	3227	94	2439	4655	
1837	8257	4707	7423	9490	3267	4397	7804	9749	4645	5302	7372	2426	8580	3597	9851	3273	6504	4571	1424	
4052	125	8143	8446	8370	1494	6311	4033	6413	2635	1213	7028	1982	7633	2132	10162	9864	1691	9717	8632	
6395	8919	1649	6598	8162	5156	7822	4610	2465	9286	6442	2365	8498	951	890	3007	1220	689	5623	8112	
1695	6980	1274	3454	10018	4540	4817	6094	6656	1213	3919	2867	5728	1358	4487	10063	9443	4630	5004	8359	
670	4053	5181	1901	3310	2446	1199	3565	1476	2900	7388	7587	5782	6429	7277	9440	9638	2974	2555	2597	
369	9064	4876	321	3841	2987	1997	7805	2472	2738	9656	5482	7432	6866	9494	6582	6239	2922	8229	2022	
2136	8853	3650	2690	6458	9301	2175	6314	5360	6900	9538	8430	6492	3021	6021	7586	2528	8960	7035	2275	
1535	195	6296	8446	7598	10175	464	10493	8150	4534	2456	2741	9429	7751	9259	9244	865	1720	2969	9999	
1798	2484	4371	7490	8013	2083	3710	1984	1368	9991	8494	8963	5584	3781	5062	9429	7434	3968	5781	7663	
1572	3317	4531	2856	8774	2091	8697	9070	1910	6856	197	10018	184	9300	8715	9089	1053	9562	1401	2796	
2850	607	3220	4390	5598	8930	5798	3953	1520	8523	8389	5546	8586	7775	5624	4923	2268	9182	5666	2516	
7739	4855	2379	1202	9749	3862	2478	2625	5362	5576	5702	3335	10157	8478	6969	2813	658	5075	9261	5674	
2269	1208	8453	3123	4865	7284	6428	6921	9782	5076	3754	2065	1772	3619	8241	1982	876	9929	7929	1363	
1237	1389	545	4537	4171	9150	618	4325	7981	9875	735	6903	9222	9941	7443	6695	1120	7139	10278	7014	
7735	2139	5542	6119	9365	1973	2606	10147	1986	9032	2310	9461	348	8429	8334	6403	8767	6458	3362	8587	
9069	1141	4994	6574	976	3436	2976	599	4300	5397	4131	1370	4317	4240	8381	8106	6600	10284	4067	4608	
812	2847	2177	8908	3611	7380	7520	8264	8619	600	4610	1569	1067	5152	9072	6565	4695	3453	7217	3683	
1828	10002	9883	8188	4707	7988	1180	7395	5129	8387	1345	4693	5344	8017	884	1809	8397	8645	5214	2525	
7115	5206	5880	5999	2011	7439	4496	3485	6508	2509	2440	4313	6610	7054	849	10325	9496	1095	2025	452	
2727	6313	6489	6378	6551	7990	5178	1076	8478	8537	6378	4698	8898	5511	4589	2459	6894	533	1821	8429	
6368	1714	197	6227	2929	962	7804	7700	5575	6611	4055	9337	6857	6282	5735	1984	10179	783	9623	5782	
9539	1507	8826	2317	6298	2064	6832	3672	7298	7123	4796	8139	1357	7115	6559	9603	4819	4431	908	874	
556	3710	4226	6493	3890	4434	2349	1544	10297	5246	2635	1156	6481	7341	9134	4540	3859	7399	2965	4520	
6272	5342	4617	692	3711	3812	5869	2853	7112	7347	1652	2098	5421	8297	9411	9029	8539	8348	8703	1972	
10058	7688	5599	6797	6948	1674	9065	8830	3345	9661	2217	2081	2778	9095	999	2776	424	3070	2395	3082	
5115	8787	6264	7297	5284	5023	2894	2902	5364	4576	7402	8353	8651	4159	6686	4922	1712	8311	4594	4285	
6126	3496	1597	2168	7814	927	2793	5908	9017	3870	4103	6935	9929	10037	4688	6170	9581	4939	9335	1606	
10139	9005	10184	2019	4926	4258	4924	5239	1609	6063	6230	5386	6229	5515	6683	5696	6741	4043	4726	3707	
3287	3441	3915	9010	8424	4548	7123	1407	7237	1758	3564	2366	6172	3472	9948	1601	7997	6297	546	8516	
7696	2437	4852	8333	8859	8636	1016	3886	4691	3730	7598	7966	4063	4647	1441	3809	3343	2047	9104	1628	
5972	622	568	2556	3581	6392	7757	10014	7409	7672	9440	7401	1235	1415	2626	6160	1767	6014	6955	9412	
7883	639	9082	2673	4898	1296	8955	8559	1417	4285	138	7738	8023	2562	8403	8421	1973	1533	7950	482	
3487	5282	3848	2330	1652	7927	7374	1562	2710	4807	8922	8393	8611	9628	5836	9501	9040	7445	3147	4787	
5025	1239	8912	6079	7486	5565	852	4636	2442	764	9929	8608	5935	8119	7395	538	6400	2259	4511	8722	
5504	4887	8599	9093	2993	8412	2312	6853	9760	9707	8412	913	3847	3312	565	5778	7210	8285	3835	5856	
7086	5915	7125	4089	7236	506	1146	8495	4441	7628	3155	9618	2039	3083	8293	6319	4839	9275	3301	3710	
3496	5367	10305	3233	4395	8634	5679	4985	2758	4265	7172	3294	9154	6566	2180	1639	5789	2083	8387	2260	
6502	1468	5100	4242	4776	3144	858	5266	3981	3277	7303	2557	6196	6592	3890	4604	5492	2721	1916	8307	
3185	2187	7768	1388	7221	9319	9193	5718	8962	9083	7606	7988	1345	1314	7593	10272	2208	6588	9270	4436	
4977	6861	8706	9949	7749	2135	1045	7333	8727	1136	7077	964	6946	8285	8976	4050	2993	3859	3932	1825	
3143	7247	4443	8808	917	1594	3594	1838	1152	6300	8134	2170	8919	4703	3641	836	1684	6493	847	9789	
1469	6870	9720	6396	3857	9229	10174	4200	4227	1702	615	2923	1104	4353	4003	7980	6714	6414	1555	4460	
9768	4539	3406	3080	4786	2958	4233	1837	8629	450	3475	7792	5176	3376	7238	7722	5900	6599	3787	713	
1909	7870	2148	8486	1202	8204	414	6078	2145	3484	6015	3768	5760	3045	8386	9507	6790	5070	8238	7239	
5881	6203	7637	4216	3780	7100	769	5858	6106	9273	7963	8654	5692	8729	3850	3719	2454	7720	6767	6688	
9147	4030	5680	3065	2325	2543	5827	3537	1803	8273	8996	8833	1362	6069	2562	4834	667	7674	2911	3350	
8267	5286	7286	6442	4913	4300	3539	5961	6186	8829	1976	4731	2996	9440	979	5882	8276	4373	6873	9699	
6309	2301	8855	2638	6720	1104	99	1394	9520	10368	9002	9782	5413	4633	2621	1502	8874	7064	9513	544	
771	3856	9931	1690	780	5228	5956	4383	9676	7178	6704	7367	2393	3219	7469	8330	9273	5108	2110	9971	
7094	2976	3755	2678	2510	2801	721	3746	1989	492	3866	2628	6328	1079	7969	6055	8612	7804	1102	5285	
7753	3136	8246	4619	4256	8908	3691	3088	6414	8412	6732	8489	5479	2285	3677	1448	4944	6847	6870	6571	
8284	8763	6539	2882	8076	4232	7852	7152	4913	4444	7511	9999	2856	8048	9615	1874	5936	5460	7333	6207	
3660	8863	8328	801	5542	1783	9610	704	3174	5441	6984	5561	2895	6582	1715	1904	2294	5058	8198	3268	
2880	9533	2061	7106	6544	2362	1832	9253	3837	707	3712	9685	6023	4880	1548	10286	802	3093	7841	5379	
1300	8503	1720	4365	4342	8823	3143	7717	9997	8355	529	3311	8308	8337	5459	8232	5525	3215	484	8312	
424	747	4204	3691	4943	1295	5154	4032	8508	4263	1759	6363	3362	9182	2808	8853	3975	1037	596	6817	
5908	4515	8538	3352	1781	9566	7916	1542	2724	8462	2617	2294	3147	7005	8364	3972	5007	297	8216	1470	
9972	4900	5411	8765	904	10078	2570	3088	5372	3657	4317	2526	9006	4193	1985	3029	964	6060	9806	10489	
5171	3598	7837	3246	2631	3175	2765	2459	7068	3221	7475	6858	2461	8406	751	3802	8196	10041	7303	9920	
9596	8788	5340	4418	1448	679	4307	774	9113	9455	2965	7993	1582	3280	8589	1793	2142	8312	7081	7908	
10156	7804	7530	2513	5974	3517	5583	8368	3705	8674	8854	9805	889	6691	3961	7937	8081	9633	1117	6259	
2651	6899	422	8378	705	4349	3404	5886	804	1212	10058	8076	3605	8012	8344	1599	8620	9279	5484	7112	
9704	5710	8687	852	6465	9740	10080	6874	1490	1432	6895	4489	9709	9649	9454	1534	7250	7726	162	9047	
7775	8230	6274	3470	5273	9042	9419	5329	4086	2206	5067	4144	2627	766	4110	7035	5914	3653	966	4198	
8223	1980	9506	2681	4620	8862	3707	10449	6831	6446	6768	3038	5584	1105	3286	535	7305	2834	203	7075	
5873	2385	8787	1853	8384	8296	2244	7391	6709	3088	2840	2398	9100	7022	5130	2001	556	6183	10155	8202	
4294	6664	4589	6294	4719	8988	4962	2512	3656	10467	7815	1482	8427	8072	3163	6452	9072	3744	6071	6222	
2733	1739	4076	9025	8135	2906	4516	9449	9918	3494	529	3339	5789	10141	2161	9126	6041	2781	1574	1068	
2931	3145	1171	2030	688	9717	5717	8789	5456	3056	2660	1246	2248	8535	1216	4951	2470	8766	1101	8476	
8989	6440	7602	4667	5470	5823	7704	3434	3163	3824	8537	9387	656	1467	2420	9391	2649	7764	6697	6539	
9314	6189	8417	9863	2992	10218	9639	1701	7915	2672	7679	4583	4850	8281	3272	2976	1753	1446	9008	7616	
3036	9387	4829	8426	2119	882	6520	1654	7194	8896	4194	5391	8950	5367	8910	1105	2310	3117	4763	7902	
10428	2107	3200	6693	1315	6831	6548	2497	10074	6340	1828	905	2412	5733	7886	4165	501	9698	8538	2514	
8431	7109	3038	5636	6725	3297	9571	7703	2008	3002	1991	4473	4287	8142	5429	3893	6012	4336	7891	9715	
5354	7123	6089	2933	4255	5837	5529	3249	4677	9711	8744	8660	2024	887	5337	4463	2918	8115	319	4649	
4946	1480	5262	728	6421	5375	9226	10325	4477	5854	7119	4935	2225	6253	960	8328	3327	10113	3796	8881	
10007	2079	6081	6810	6356	6626	2271	7948	1007	7113	3515	7294	2956	2085	9596	9217	3398	8527	2444	5177	
9016	6731	901	532	9791	4525	4708	1420	8603	6956	2963	3979	3172	1400	9822	4166	6971	308	4805	5615	
6234	3824	8762	1890	2214	5945	8188	6157	5566	6522	7125	7115	3207	7728	849	6258	8545	4618	2425	4052	
2050	2895	939	6418	9290	8157	1845	9781	6898	5697	6412	2319	5731	6093	238	6188	3971	289	1598	7670	
3275	1830	4516	3984	7111	6845	8900	621	6303	7036	3672	2303	3303	8871	4671	3745	6361	7870	1991	8760	
3866	4902	6991	3311	7806	8691	4157	4209	2319	6182	5472	9177	2798	5014	5535	6996	9752	7648	2211	1087	
4533	9564	3263	5136	2816	1845	7126	7684	8725	2633	9655	6445	5890	8005	736	9800	1450	355	3766	1385	
5801	6230	9648	9584	3701	9653	6858	5625	404	6090	7586	6168	8160	9948	10011	10282	3888	617	1242	6189	
9390	3377	1219	1628	9881	2026	8750	6777	5201	5633	4785	4999	1805	1393	338	4718	7826	8717	3462	7832	
5729	1806	456	6760	8413	8331	8630	1438	2070	3329	5545	1507	3556	6478	3447	5327	7641	449	2224	5911	
2533	8064	3932	9425	10301	1009	7053	4614	4199	4480	8359	9222	1221	2566	2528	6049	1396	4469	10372	6667	
9306	8659	3355	6567	8746	6853	8330	5375	5128	2480	4059	4415	9864	1214	1762	4004	1251	6896	4800	6283	
2294	3143	4719	4989	4898	3230	9234	9034	3976	7466	3908	9698	6523	4153	5048	1808	3427	9365	3154	6337	
